6.023512903735023428e+04 1.370728015899658095e-04 1.818488724529743195e-02 6.308849900960922241e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023512917576241307e+04 1.395466702955740592e-04 1.994062028825283051e-02 7.024795282632112503e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023512931541162106e+04 1.395466702955740592e-04 1.737217046320438385e-02 6.058600265532732010e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023512945506083634e+04 1.395466702955740592e-04 1.809838227927684784e-02 6.082804407924413681e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023512959471003705e+04 1.395466702955740592e-04 1.945424638688564301e-02 5.778191611170768738e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023512973435925232e+04 1.395466702955740592e-04 1.748113706707954407e-02 5.274189170449972153e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023512987400845304e+04 1.395466702955740592e-04 1.913288794457912445e-02 5.163936875760555267e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513001365766831e+04 1.395466702955740592e-04 1.846390403807163239e-02 5.559465382248163223e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513015330687631e+04 1.395466702955740592e-04 1.701277866959571838e-02 5.187467206269502640e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513029295608430e+04 1.395466702955740592e-04 1.739390939474105835e-02 4.965975880622863770e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513043260529957e+04 1.395466702955740592e-04 1.747846603393554688e-02 5.117009859532117844e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513057225450029e+04 1.395466702955740592e-04 1.813259534537792206e-02 5.417801905423402786e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513071190371556e+04 1.395466702955740592e-04 1.949292421340942383e-02 6.195422261953353882e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513085155292356e+04 1.395466702955740592e-04 1.853029616177082062e-02 5.580967292189598083e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513099120213155e+04 1.395466702955740592e-04 1.804724894464015961e-02 4.804469645023345947e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513113085133955e+04 1.395466702955740592e-04 1.907312497496604919e-02 4.579716827720403671e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513127050054754e+04 1.395466702955740592e-04 1.805640943348407745e-02 4.306679591536521912e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513141014976281e+04 1.395466702955740592e-04 1.849378459155559540e-02 4.310675431042909622e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513154979897081e+04 1.395466702955740592e-04 1.739467494189739227e-02 4.138811957091093063e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513168944817880e+04 1.395466702955740592e-04 1.761359535157680511e-02 4.067801404744386673e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513182909738680e+04 1.395466702955740592e-04 1.787124387919902802e-02 4.182207863777875900e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513196874660207e+04 1.395466702955740592e-04 1.797422766685485840e-02 4.138692282140254974e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513210839581006e+04 1.395466702955740592e-04 1.716115325689315796e-02 4.125653300434350967e-03 1.000000000000000000e+00 1.000000000000000000e+00
6.023513224804501806e+04 1.395466702955740592e-04 1.862768456339836121e-02 4.092962015420198441e-03 1.000000000000000000e+00 1.000000000000000000e+00
