6.023512899079990166e+04 4.398136503166622815e-05 1.919962912797927856e-01 2.106861583888530731e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512903611260845e+04 4.645523097780015429e-05 1.851671636104583740e-01 2.018930576741695404e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512908266235172e+04 4.645523097780015429e-05 1.817798167467117310e-01 1.967056654393672943e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512912921208772e+04 4.645523097780015429e-05 1.789113581180572510e-01 1.966167800128459930e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512917576182372e+04 4.645523097780015429e-05 1.962174028158187866e-01 2.497963793575763702e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512922231155972e+04 4.645523097780015429e-05 1.837748736143112183e-01 2.131432481110095978e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512926886128844e+04 4.645523097780015429e-05 1.833530515432357788e-01 2.024087496101856232e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512931541103171e+04 4.645523097780015429e-05 1.845160722732543945e-01 1.931366883218288422e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512936196076771e+04 4.645523097780015429e-05 1.778775900602340698e-01 1.946432143449783325e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512940851050371e+04 4.645523097780015429e-05 1.810844093561172485e-01 1.986935362219810486e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512945506023971e+04 4.645523097780015429e-05 1.841108649969100952e-01 2.026277594268321991e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512950160997570e+04 4.645523097780015429e-05 1.857047826051712036e-01 2.012892253696918488e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512954815971170e+04 4.645523097780015429e-05 1.781589090824127197e-01 1.905582658946514130e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512959470944770e+04 4.645523097780015429e-05 1.819800883531570435e-01 1.949461735785007477e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512964125918370e+04 4.645523097780015429e-05 1.856440305709838867e-01 1.845192164182662964e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512968780891970e+04 4.645523097780015429e-05 1.874100416898727417e-01 1.835734397172927856e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512973435865570e+04 4.645523097780015429e-05 1.832309961318969727e-01 1.721869967877864838e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512978090839897e+04 4.645523097780015429e-05 1.817752122879028320e-01 1.654685102403163910e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512982745813497e+04 4.645523097780015429e-05 1.820937544107437134e-01 1.640952751040458679e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512987400786369e+04 4.645523097780015429e-05 1.835153996944427490e-01 1.666946522891521454e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512992055759969e+04 4.645523097780015429e-05 1.847350895404815674e-01 1.683147065341472626e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023512996710733569e+04 4.645523097780015429e-05 1.789428442716598511e-01 1.778339594602584839e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513001365707896e+04 4.645523097780015429e-05 1.829631477594375610e-01 1.793664507567882538e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513006020681496e+04 4.645523097780015429e-05 1.795552372932434082e-01 1.833409257233142853e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513010675655096e+04 4.645523097780015429e-05 1.767787337303161621e-01 1.662187092006206512e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513015330628696e+04 4.645523097780015429e-05 1.776411980390548706e-01 1.684009470045566559e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513019985601568e+04 4.645523097780015429e-05 1.760867983102798462e-01 1.660087890923023224e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513024640575168e+04 4.645523097780015429e-05 1.837325245141983032e-01 1.632651500403881073e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513029295549495e+04 4.645523097780015429e-05 1.816805750131607056e-01 1.597199216485023499e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513033950523095e+04 4.645523097780015429e-05 1.818342953920364380e-01 1.661080494523048401e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513038605496695e+04 4.645523097780015429e-05 1.804977059364318848e-01 1.543127931654453278e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513043260470295e+04 4.645523097780015429e-05 1.863380074501037598e-01 1.736729405820369720e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513047915443894e+04 4.645523097780015429e-05 1.857572942972183228e-01 1.711595244705677032e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.023513052570418222e+04 4.645523097780015429e-05 1.793333590030670166e-01 1.645176671445369720e-02 1.000000000000000000e+00 1.000000000000000000e+00
